  0.00000000000   0.00000000000   0.00000000000   0.00000000000   0.00000000000 
  0.1204539572224217E-02  -0.2154950577923595E-02   0.1152368789493588E-02   0.7060987985485331E-06   0.1300899887617261E-05
  0.4815265026654858E-02  -0.8414088600434755E-02   0.3926872088766347E-02   0.1017000692912055E-04   0.2047815174596878E-04
  0.1082347780892956E-01  -0.1803643226257863E-01   0.6606658078027622E-02   0.4290803346903135E-04   0.1004717857700879E-03
  0.1921470360739308E-01  -0.2958337455805343E-01   0.7290104212616817E-02   0.1032949090438745E-03   0.3018585278403867E-03
  0.2996872722298771E-01  -0.4110758565063570E-01   0.4843614216994302E-02   0.1710128430114158E-03   0.6851502012647476E-03
  0.4305964126944062E-01  -0.5079356016351971E-01  -0.5694628929679649E-03   0.2006403181785380E-03   0.1291319716617086E-02
  0.5845590858643035E-01  -0.5767030582255547E-01  -0.7660297117301328E-02   0.1369754625141292E-03   0.2131363672643557E-02
  0.7612043821537262E-01  -0.6186051528587099E-01  -0.1466879723564323E-01  -0.6295920225456332E-04   0.3191321404435028E-02
  0.9601067475479330E-01  -0.6416928452910979E-01  -0.2001227522746131E-01  -0.4126674447386690E-03   0.4447504759666169E-02
  0.1180787008800237      -0.6531246894015771E-01  -0.2266084231953968E-01  -0.8894889491463959E-03   0.5878241349112782E-02
  0.1422713527802390      -0.6535095287596726E-01  -0.2235431040836646E-01  -0.1439586949234193E-02   0.7461419090890301E-02
  0.1685303482347428      -0.6379849116210542E-01  -0.1976939669351997E-01  -0.1995809308611114E-02   0.9160880457369899E-02
  0.1967924270199485      -0.6036912117627602E-01  -0.1635605290620646E-01  -0.2505754626826747E-02   0.1091910223389979E-01
  0.2269895033088082      -0.5561733255345385E-01  -0.1355412798671458E-01  -0.2954157931570411E-02   0.1267155351946568E-01
  0.2590488296955428      -0.5065641687192808E-01  -0.1189726297222852E-01  -0.3359068935050547E-02   0.1437349990400890E-01
  0.2928931724505236      -0.4624865257719280E-01  -0.1097441739637215E-01  -0.3744848578599063E-02   0.1601078163191370E-01
  0.3284409975831028      -0.4242410230389075E-01  -0.1021322021847727E-01  -0.4121368359042471E-02   0.1758498977113235E-01
  0.3656066672641488      -0.3891207745114942E-01  -0.9411973266480770E-02  -0.4486064491973077E-02   0.1909535786736496E-01
