  2.000000000000000E+00 -1.199105149738368E-15  5.707432259927382E-16 -3.518671755840559E-27 -6.268879039159966E-23
  1.998795456205172E+00  2.257062378441106E-03  6.457460374489702E-04 -3.827692058526179E-07  1.369219880134450E-06
  1.995184726672197E+00  8.447218391843370E-03  2.909864206171911E-03 -6.665745107082287E-06  2.094987036881654E-05
  1.989176509964781E+00  1.695491561560502E-02  7.477340299640273E-03 -3.747072131737643E-05  9.833264321871555E-05
  1.980785280403230E+00  2.555915583226428E-02  1.472517503533349E-02 -1.302222140329142E-04  2.791503544536579E-04
  1.970031253194544E+00  3.216233143733168E-02  2.419605394569462E-02 -3.398365689535844E-04  5.933481226888076E-04
  1.956940335732209E+00  3.556437223182932E-02  3.462615447731549E-02 -7.266810774076953E-04  1.041011676160786E-03
  1.941544065183021E+00  3.586232838325040E-02  4.449194229470551E-02 -1.339239165574407E-03  1.594330841672250E-03
  1.923879532511287E+00  3.424086748789063E-02  5.261405268699079E-02 -2.201593986159331E-03  2.214842194544859E-03
  1.903989293123443E+00  3.230177844352548E-02  5.836157881468321E-02 -3.310550217742366E-03  2.875536668466704E-03
  1.881921264348355E+00  3.128779808571992E-02  6.143497778527335E-02 -4.638064791479500E-03  3.574639506215297E-03
  1.857728610000272E+00  3.151356200920187E-02  6.164132442546803E-02 -6.132752201704008E-03  4.332238324905140E-03
  1.831469612302545E+00  3.226335098681242E-02  5.905637592559621E-02 -7.722635307944768E-03  5.169880824415607E-03
  1.803207531480645E+00  3.234676727893608E-02  5.441994892487571E-02 -9.328787865601434E-03  6.085707581928859E-03
  1.773010453362737E+00  3.106368099786666E-02  4.909842046351681E-02 -1.089080040562696E-02  7.046402225826807E-03
  1.740951125354959E+00  2.872299246099830E-02  4.432477924747532E-02 -1.238516904147616E-02  8.006144146968239E-03
  1.707106781186548E+00  2.615092184194947E-02  4.047181591261547E-02 -1.381723518035787E-02  8.933984202626312E-03
  1.671558954847018E+00  2.385367306208139E-02  3.720770443637308E-02 -1.519638428510248E-02  9.821434570467689E-03
  1.634393284163646E+00  2.183297838757601E-02  3.416545806384288E-02 -1.652191422066501E-02  1.066954339624335E-02
  1.595699304492434E+00  1.994876382473092E-02  3.123232044373081E-02 -1.778645764489263E-02  1.147737016303424E-02
  1.555570233019602E+00  1.814201574100104E-02  2.841076043697402E-02 -1.898246389648631E-02  1.224119897048672E-02
  1.514102744193222E+00  1.640377613436048E-02  2.569637452098394E-02 -2.010366977897798E-02  1.295704836126492E-02
  1.471396736825998E+00  1.472731955364177E-02  2.307532159370895E-02 -2.114452256837376E-02  1.362141971510975E-02
  1.427555093430282E+00  1.310482027451447E-02  2.053638718460617E-02 -2.210001519565324E-02  1.423119209092828E-02
  1.382683432365090E+00  1.152982766514146E-02  1.807045333978152E-02 -2.296573412937388E-02  1.478359594900805E-02
  1.336889853392220E+00  9.996704451477545E-03  1.566913516567526E-02 -2.373785774442222E-02  1.527622412183027E-02
  1.290284677254462E+00  8.500152826042124E-03  1.332441604372114E-02 -2.441313035983340E-02  1.570702253294684E-02
  1.242980179903264E+00  7.035022495646569E-03  1.102842005080790E-02 -2.498883016789793E-02  1.607427211863657E-02
  1.195090322016128E+00  5.596194769306307E-03  8.773263285235675E-03 -2.546273369910244E-02  1.637656769433805E-02
  1.146730474455362E+00  4.178518504930142E-03  6.550977241236871E-03 -2.583308011301991E-02  1.661279606125881E-02
  1.098017140329561E+00  2.776783576302669E-03  4.353479855006479E-03 -2.609853825771488E-02  1.678211553249728E-02
  1.049067674327418E+00  1.385717800698312E-03  2.172579395425386E-03 -2.625817872996131E-02  1.688393839651664E-02
  1.000000000000000E+00 -2.584014182894516E-15  4.136401738749212E-15 -2.631145270432555E-02  1.691791760048156E-02
  9.509323256725820E-01 -1.385717800703236E-03 -2.172579395417116E-03 -2.625817872996172E-02  1.688393839651639E-02
  9.019828596704393E-01 -2.776783576308106E-03 -4.353479854998163E-03 -2.609853825771570E-02  1.678211553249678E-02
  8.532695255446383E-01 -4.178518504936430E-03 -6.550977241228829E-03 -2.583308011302113E-02  1.661279606125803E-02
  8.049096779838718E-01 -5.596194769313040E-03 -8.773263285227071E-03 -2.546273369910405E-02  1.637656769433694E-02
  7.570198200967362E-01 -7.035022495650915E-03 -1.102842005079808E-02 -2.498883016789998E-02  1.607427211863519E-02
  7.097153227455377E-01 -8.500152826044939E-03 -1.332441604371231E-02 -2.441313035983590E-02  1.570702253294530E-02
  6.631101466077800E-01 -9.996704451481748E-03 -1.566913516566871E-02 -2.373785774442508E-02  1.527622412182856E-02
  6.173165676349103E-01 -1.152982766514657E-02 -1.807045333977754E-02 -2.296573412937698E-02  1.478359594900613E-02
  5.724449065697181E-01 -1.310482027452012E-02 -2.053638718460365E-02 -2.210001519565648E-02  1.423119209092612E-02
