  -2.1855694E-08 -0.5000000      0.0000000E+00
  -2.1855694E-08 -0.5000000      5.0000001E-02
  -2.1735968E-08 -0.5000000      4.9999997E-02
  -2.1378096E-08 -0.5000000      4.9999997E-02
  -2.0786000E-08 -0.5000000      4.9999993E-02
  -1.9966169E-08 -0.5000000      4.9999993E-02
  -1.8927587E-08 -0.5000000      4.9999990E-02
  -1.7681629E-08 -0.5000000      4.9999990E-02
  -1.6241946E-08 -0.5000000      4.9999986E-02
  -1.4624313E-08 -0.5000000      4.9999986E-02
  -1.2846455E-08 -0.5000000      4.9999982E-02
  -1.0927846E-08 -0.5000000      4.9999982E-02
  -8.8895113E-09 -0.5000000      4.9999982E-02
  -6.7537806E-09 -0.5000000      4.9999978E-02
  -4.5440536E-09 -0.5000000      4.9999978E-02
  -2.2845412E-09 -0.5000000      4.9999978E-02
   9.5534273E-16 -0.5000000      4.9999978E-02
   2.2845432E-09 -0.5000000      4.9999978E-02
   4.5440554E-09 -0.5000000      4.9999978E-02
   6.7537815E-09 -0.5000000      4.9999978E-02
   8.8895131E-09 -0.5000000      4.9999982E-02
   1.0927848E-08 -0.5000000      4.9999982E-02
   1.2846453E-08 -0.5000000      4.9999982E-02
   1.4624314E-08 -0.5000000      4.9999986E-02
   1.6241948E-08 -0.5000000      4.9999986E-02
   1.7681629E-08 -0.5000000      4.9999990E-02
   1.8927587E-08 -0.5000000      4.9999990E-02
   1.9966171E-08 -0.5000000      4.9999993E-02
   2.0786002E-08 -0.5000000      4.9999993E-02
   2.1378096E-08 -0.5000000      4.9999997E-02
   2.1735968E-08 -0.5000000      4.9999997E-02
   2.1855694E-08 -0.5000000      5.0000001E-02
   2.1855694E-08 -0.5000000      0.0000000E+00

   3.1395249E-02 -0.4990134      0.0000000E+00
   3.1395249E-02 -0.4990134      5.0000001E-02
   3.1223264E-02 -0.4990134      5.3281698E-02
   3.0709188E-02 -0.4990134      5.6527440E-02
   2.9858656E-02 -0.4990134      5.9701666E-02
   2.8680986E-02 -0.4990134      6.2769599E-02
   2.7189083E-02 -0.4990134      6.5697625E-02
   2.5399290E-02 -0.4990134      6.8453662E-02
   2.3331216E-02 -0.4990134      7.1007520E-02
   2.1007521E-02 -0.4990134      7.3331222E-02
   1.8453663E-02 -0.4990134      7.5399294E-02
   1.5697623E-02 -0.4990134      7.7189088E-02
   1.2769598E-02 -0.4990134      7.8680992E-02
   9.7016646E-03 -0.4990134      7.9858661E-02
   6.5274383E-03 -0.4990134      8.0709189E-02
   3.2816958E-03 -0.4990134      8.1223264E-02
  -1.3723299E-09 -0.4990134      8.1395254E-02
  -3.2816986E-03 -0.4990134      8.1223264E-02
  -6.5274411E-03 -0.4990134      8.0709189E-02
  -9.7016664E-03 -0.4990134      7.9858653E-02
  -1.2769600E-02 -0.4990134      7.8680985E-02
  -1.5697626E-02 -0.4990134      7.7189088E-02
  -1.8453661E-02 -0.4990134      7.5399294E-02
  -2.1007523E-02 -0.4990134      7.3331214E-02
  -2.3331219E-02 -0.4990134      7.1007520E-02
  -2.5399292E-02 -0.4990134      6.8453662E-02
  -2.7189083E-02 -0.4990134      6.5697625E-02
  -2.8680988E-02 -0.4990134      6.2769599E-02
  -2.9858658E-02 -0.4990134      5.9701659E-02
  -3.0709188E-02 -0.4990134      5.6527436E-02
  -3.1223264E-02 -0.4990134      5.3281698E-02
  -3.1395249E-02 -0.4990134      4.9999997E-02
  -3.1395249E-02 -0.4990134      0.0000000E+00

   6.2666617E-02 -0.4960574      0.0000000E+00
   6.2666617E-02 -0.4960574      5.0000001E-02
   6.2323324E-02 -0.4960574      5.6550447E-02
   6.1297204E-02 -0.4960574      6.3029125E-02
   5.9599496E-02 -0.4960574      6.9365054E-02
   5.7248801E-02 -0.4960574      7.5488806E-02
   5.4270882E-02 -0.4960574      8.1333309E-02
   5.0698359E-02 -0.4960574      8.6834513E-02
   4.6570372E-02 -0.4960574      9.1932155E-02
   4.1932151E-02 -0.4960574      9.6570373E-02
   3.6834512E-02 -0.4960574      0.1006984    
   3.1333305E-02 -0.4960574      0.1042709    
   2.5488807E-02 -0.4960574      0.1072488    
   1.9365048E-02 -0.4960574      0.1095995    
   1.3029120E-02 -0.4960574      0.1112972    
   6.5504424E-03 -0.4960574      0.1123233    
  -2.7392448E-09 -0.4960574      0.1126666    
  -6.5504480E-03 -0.4960574      0.1123233    
  -1.3029126E-02 -0.4960574      0.1112972    
  -1.9365052E-02 -0.4960574      0.1095995    
  -2.5488812E-02 -0.4960574      0.1072488    
  -3.1333312E-02 -0.4960574      0.1042709    
  -3.6834508E-02 -0.4960574      0.1006984    
  -4.1932154E-02 -0.4960574      9.6570373E-02
  -4.6570379E-02 -0.4960574      9.1932148E-02
  -5.0698362E-02 -0.4960574      8.6834505E-02
  -5.4270882E-02 -0.4960574      8.1333309E-02
  -5.7248805E-02 -0.4960574      7.5488806E-02
  -5.9599500E-02 -0.4960574      6.9365039E-02
  -6.1297204E-02 -0.4960574      6.3029118E-02
  -6.2323324E-02 -0.4960574      5.6550447E-02
  -6.2666617E-02 -0.4960574      4.9999997E-02
  -6.2666617E-02 -0.4960574      0.0000000E+00

   9.3690611E-02 -0.4911436      0.0000000E+00
   9.3690611E-02 -0.4911436      5.0000001E-02
   9.3177363E-02 -0.4911436      5.9793338E-02
   9.1643251E-02 -0.4911436      6.9479376E-02
   8.9105070E-02 -0.4911436      7.8951992E-02
   8.5590631E-02 -0.4911436      8.8107407E-02
   8.1138447E-02 -0.4911436      9.6845306E-02
   7.5797297E-02 -0.4911436      0.1050700    
